idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl,Validation hash
385,numenta/htm.java,Java,1.0,3,1,0.370013,76.85714,29.142857,1,18024,0.380353,134,1,1,1,1,886f7cf8dd566b0b1309131910cb4f3291d59ed5
2037,hertzsprung/hamcrest-json,Java,0.923077,1,0,0.206612,21.5,2.0,1,610,0.340206,40,1,1,1,1,0ade50fd80d01c8953cea5cd8a8b5f005840cdd7
2370,nebhale/JsonPath,Java,1.0,1,1,0.352906,2.37931,0.586207,1,2289,0.455736,35,1,1,1,1,492cb6d893da2fea71e6fac9779f55a23535637b
2400,zanox/rabbiteasy,Java,0.969697,1,0,0.285597,6.294118,0.411765,1,3811,0.429558,16,1,1,1,1,c161efda6c0f7ef319aedf09dfe40a4a90165510
243,ColdSauce/Captor,Java,0.93617,3,0,0.068207,9.2,1.2,1,6908,0.251166,19,1,1,1,1,c63a3d317dae9cc38a3e6d4ea217dfea8a96b1c6
1916,tdunning/Plume,Java,1.0,0,0,0.322402,0.0,0.0,1,3926,0.386471,87,0,0,1,1,f802774a53c98d49b5b72f11f38a658845242934
936,licel/jcardsim,Java,0.924051,3,0,0.129759,9.529412,4.823529,1,111513,0.302703,48,1,1,1,1,fa9d42e5dab2a077e22c816701e775a5bc38133e
1689,Comcast/jrugged,Java,0.993243,5,1,0.324405,1.914286,0.571429,1,10482,0.531715,119,1,1,1,1,1c549de6f2363d7c296037874cff944de38fb66f
2437,behas/lucene-SKOS,Java,0.923077,2,0,0.30178,5.666667,0.555556,1,2649,0.285387,44,1,1,1,1,7088f6c4569a1812fd7941c757bbb779d9ab18af
312,googlesamples/android-ActionBarCompat-Basic,Java,0.666667,1,0,0.447178,1.333333,0.0,1,536,0.34,22,0,0,1,1,f1cecb9f58f0cbe48a4c64616df023b87d186925
1459,forcedotcom/phoenix,Java,0.998695,6,0,0.235993,170.25,62.833332,1,100775,0.382296,525,1,1,1,1,47f0b31a1417b707789d74e92642dbf8b93cd88a
2762,scobal/seyren,Java,0.967033,3,1,0.133364,12.857143,6.542857,1,10177,0.325684,663,1,1,1,1,8bb5b37b37ce049b5efa8b9cdc86b01bb5d969f9
1960,rholder/guava-retrying,Java,0.941176,2,1,0.338694,4.607143,1.035714,1,1618,0.492946,240,1,1,1,1,177b6c9b9f3e7957f404f0bdb8e23374cb1de43f
1332,codefollower/H2-Research,Java,0.991095,2,0,0.200022,16.952381,0.142857,1,269627,0.257106,134,1,1,1,1,0862491d04c4a36675093fad4a354b7c3d3b9a56
968,oodlemud/appengine-counter,Java,0.918367,1,1,0.393582,6.0,4.0,1,3975,0.309055,15,1,1,1,1,60aa86ab28f173ec1642539926b69924b8bda238
1454,jbrains/goos,Java,0.994872,0,0,0.039535,0.0,0.0,0,9013,0.312948,20,0,0,1,0,9d1838532c85534b5da8fef140ee277c7514a969
660,HubSpot/live-config,Java,0.962963,1,0,0.013147,0.7,0.2,1,1314,0.262477,24,0,0,1,1,7a7ad6bc1ee2dcf333a573af0a4657b4d0f07274
935,JoanZapata/string-format,Java,1.0,1,0,0.368056,3.142857,0.285714,1,267,0.464912,29,1,0,1,1,0f3636f44bad4ecabcca15830dab80ccd5a36335
370,colinmarc/zerowing,Java,1.0,1,0,0.005904,8.0,0.0,1,1406,0.285246,22,1,0,1,1,568d238d38c328e9a7eff82b78b1956d53df1665
566,rschmitt/dynamic-object,Java,0.965517,1,0,0.058783,33.333332,0.0,1,4278,0.499091,36,1,0,1,1,1d9be2dc4dd8c9ea525055bc47db9d07ed09d6ff
1024,spring-projects/aws-maven,Java,1.0,1,0,0.210579,1.54386,0.45614,1,2523,0.512091,120,0,1,1,1,ce6a4ffbd8a59029ebe147124ac2d7ff1a7afd18
824,jexp/neo4j-in-memory-server,Java,0.714286,2,0,0.146739,1.333333,1.0,1,326,0.383721,15,1,0,1,1,f9453ff0557029431d6697460c068a5c5dc23ede
982,stripe/zerowing,Java,1.0,1,0,0.005908,7.0,0.333333,1,1405,0.28548,22,1,1,1,1,568d238d38c328e9a7eff82b78b1956d53df1665
2291,qos-ch/slf4j,Java,0.966527,4,1,0.385043,7.521127,1.492958,1,19497,0.271876,445,1,1,1,1,a5540ad51066b4b15132fdf27ead630519541d35
1889,sonatype/sisu,Java,0.937984,1,0,0.249479,9.170213,0.106383,1,11629,0.373608,18,1,1,1,1,f5e3f1645e925844f492cd0ce31d8b8d6c9303fb
1645,TakahikoKawasaki/nv-i18n,Java,0.923077,1,0,0.540603,5.333333,0.916667,1,8605,0.285817,66,1,1,1,1,90c4a2bdd949d50bcf40ebd3b11645e6ce0d72f8
2439,hector-client/hector,Java,0.982759,13,0,0.194035,19.547171,12.641509,1,33101,0.270046,669,1,1,1,1,a302e68ca8d91b45d332e8c9afd7d98030b54de1
2117,FasterXML/jackson-datatype-json-org,Java,0.916667,2,1,0.065934,2.974359,0.179487,1,550,0.308756,27,1,1,1,1,7f65829208c6d0057f04438c54b6cebdd9530c3e
1978,mmastrac/nanojson,Java,0.944444,1,1,0.143677,3.102564,0.051282,1,6497,0.46789,18,1,1,1,1,3a9c8b584da1bb6cbcbc65b934337c8990171722
813,joel-costigliola/assertj-swing,Java,0.98275,1,0,0.386297,12.928571,15.357143,1,82309,0.594453,22,1,1,1,1,9dae1fa4857fb9fc02ed77bf72f12b3ded75c8d2
1792,OpenTSDB/opentsdb,Java,1.0,6,1,0.22208,15.983607,7.885246,1,51460,0.523946,1832,1,1,1,1,9b62442ba5c006376f57ef250fb7debe1047c3bf
1430,dsaff/dotmesh,Java,1.0,0,0,0.038182,0.0,0.0,0,529,0.562257,11,0,0,1,0,65c066d02b664f9c40654f129365043b6ab59778
778,spuder/All-Spark-Cube,Java,0.388889,2,0,0.197112,0.96,0.0,0,16085,0.255268,13,0,0,1,1,b0779d4695a69adfa98b70b1a4b707e85d1ea73e
1749,gambitproject/gte,Java,0.941176,2,0,0.171729,3.884615,1.192308,1,40689,0.434034,25,1,1,1,1,de4dfe5304a69b4479c62dc641779c8352ddae3e
1320,mapstruct/mapstruct,Java,0.960499,3,0,0.39164,32.347824,22.826088,1,36449,0.254974,284,1,1,1,1,a7ba12676d237957be0753076f436d7974c9f7f4
2614,groupon/locality-uuid.java,Java,1.0,2,0,0.339064,2.2,0.3,1,922,0.369932,55,1,0,1,1,d765e5418b8e9f96f90d494d28b35ea6c9f61bde
2711,ralscha/extdirectspring,Java,0.962441,1,1,0.161092,17.472221,3.722222,1,23909,0.54073,82,1,1,1,1,f961a21ae216c30cc01f1ca372430dfd14ff4923
1052,commonsguy/cwac-provider,Java,0.8,1,0,0.250515,0.705882,0.294118,1,1182,0.291005,45,0,0,1,1,3dccc0ef9cd2eda5fe149b87ff4ef4881c583f8c
2187,gmarabout/cascading.json,Java,1.0,2,0,0.17284,0.076923,0.153846,1,670,0.328814,23,1,0,1,1,783fa76d0401c457c7c4405049ce296fa1093f69
1013,torakiki/pdfsam,Java,0.986792,1,1,0.338891,11.25641,1.871795,1,26174,0.465107,154,1,1,1,1,bdf40b70d9f33f22fc763fe7bfad211cb59a832f
1401,stephanenicolas/Quality-Tools-for-Android,Java,0.8,1,1,0.106853,12.818182,3.727273,1,2919,0.258216,1053,1,1,1,1,1ec3bada6ae37a254db8ef1b0d8db2e10275056f
2119,sitemesh/sitemesh3,Java,0.991935,3,0,0.254663,1.651515,1.060606,1,8416,0.329907,286,1,1,1,1,ce6f3cea433db8678b0e47c063e3ae1bd835d362
2355,acanda/eclipse-pmd,Java,0.930851,1,1,0.246979,6.030303,0.666667,1,13476,0.299601,15,1,1,1,1,74657af088422ed9b9c6b8a3ac7f9a28331b785f
2448,wwadge/bonecp,Java,0.915888,1,0,0.36756,9.948276,0.465517,1,17483,0.35676,407,1,1,1,1,74bc3287025fc137ca28909f0f7693edae37a15d
126,fanpix/android-model-record,Java,0.95122,2,0,0.091022,0.0,0.0,1,2409,0.373361,15,1,0,1,1,88f152d98226bd19cb5f09cb2ff2e2f0bd1de91c
887,GenevaJUG/FooBarQix,Java,1.0,0,0,0.021898,0.0,0.0,0,164,0.756303,14,0,0,1,0,4e5b73f4a51ce995dba4e7cc9de7e3c23512c312
2319,seam/jms,Java,0.887755,4,0,0.237642,14.333333,1.190476,1,6673,0.289967,13,1,1,1,1,376c510698cc841d038460e7854a199ecbe194bb
1347,sayems/Page-Factory,Java,0.964286,1,0,0.105898,0.291667,0.0,1,280,0.356913,29,0,0,1,1,8b6efe30d0d83dbddad6f88afa68cd3ce3295094
1007,joelb-git/lqt,Java,1.0,1,0,0.079734,2.307692,0.461538,1,1331,0.403403,17,1,1,1,1,61a9ded75ab0e13a8fe5560311dfa5cf9376504f
355,elibom/jogger,Java,0.975309,1,0,0.290584,5.151515,0.121212,1,4829,0.308291,39,1,1,1,1,d5892ff45e76328d444a68b5a38c26e7bdd0692b
1003,arturmkrtchyan/iban4j,Java,0.863636,1,1,0.230023,12.25,1.1875,1,3069,0.305256,55,1,1,1,1,25bb2160a15392a731cbb074bdc49e6081747e01
1483,alex14n/CompactHashMap,Java,1.0,0,0,0.282248,0.0,0.0,0,5147,0.402465,15,0,0,1,0,556530c792b27b6841c26928e2d7ad52865294b3
682,fabiomaffioletti/mul-at,Java,0.941176,1,0,0.0,0.0,0.0,0,488,0.264851,15,0,0,0,0,15409ecc6a8c16af797cd1c7a30f7c35c5f7584d
827,endgameinc/storm-metrics-statsd,Java,1.0,5,0,0.153605,1.857143,1.285714,1,353,0.396226,27,1,0,1,1,b02ffff49e9f970d02ce8be732e63728f36b3d24
2196,alexruiz/fest-util,Java,0.960526,2,0,0.432495,4.02439,0.390244,1,2689,0.540952,23,1,1,1,1,58643195164600e1498e19b30048cf4d5a731dd3
2499,difi/oxalis,Java,0.980695,2,0,0.18228,12.833333,6.5,1,24970,0.296995,28,1,1,1,1,3228b78ab74ac02268214a6ccd3756ac7983188e
1914,datasalt/pangool,Java,1.0,3,0,0.217662,14.828571,1.171429,1,26003,0.274649,59,1,1,1,1,39120bee34cce3b9a61ad8ba38b4dc00a691add0
984,VCNC/haeinsa,Java,1.0,1,1,0.337785,6.941176,2.235294,1,5396,0.368538,119,1,1,1,1,d71e1881024282b7c7b8ca659b7ac81e55e25d91
1233,xuender/unidecode,Java,0.75,2,1,0.360862,8.153846,0.615385,1,392,0.723333,32,1,1,1,1,88a1f81e995beb1b64bc68241a7ab9894dc7d2fe
2410,OurGrid/OurGrid,Java,0.985075,4,0,0.275214,9.90625,0.03125,1,154009,0.417694,19,1,1,1,1,93588fc8dff8b19154864a5cb5095b9fec5e40cf
1907,joschi/JadConfig,Java,0.98895,1,1,0.192083,2.804878,0.073171,1,7979,0.658731,12,1,1,1,1,18c9f0368b6abc2d32e083ebc5b5fe76138f46f1
140,druid-io/druid,Java,0.994105,4,1,0.180299,44.75,17.049999,1,192583,0.3402,2463,1,1,1,1,52bd9e6adb203f279680fb0edf6e939436bf8982
217,serenity-bdd/serenity-cucumber,Java,0.683333,2,0,0.130122,13.5,1.375,1,2842,0.585053,19,1,1,1,1,ccfd2f67b91d87d416d87e60561abc79905ece9e
2517,vert-x3/vertx-service-proxy,Java,0.913043,2,0,0.096512,9.8,1.2,1,3916,0.980774,22,1,1,1,1,6db9cd6e657a5aef5cf5bc3c1ac10815eb11ecda
362,zafarkhaja/jsemver,Java,0.9375,1,1,0.47915,3.793103,0.275862,1,3545,0.548559,111,1,1,1,1,1f4996ea3dab06193c378fd66fd4f8fdc8334cc6
2516,WiQuery/wiquery,Java,0.971098,4,0,0.357439,10.809524,1.119048,1,41395,0.298682,69,1,1,1,1,0fa9e32035642e557b336d599f68d51fc52e3dba
345,zk1931/jzab,Java,0.977273,2,1,0.303081,59.0,12.0,1,9952,0.377726,37,1,1,1,1,2a8893bcc1a125f3aebdaddee80ad49c9761bba1
1867,renggli/PetitParserJava,Java,1.0,1,0,0.153347,3.892857,0.071429,1,4699,0.454626,35,1,1,1,1,159d1ec7bb52854060d9178a2ef76f2a22011ffd
22,junichi11/netbeans-color-codes-preview,Java,0.888889,1,0,0.34257,0.0,0.0,1,1923,0.317451,12,0,0,1,1,97a0262a3c15ab5842c43b68019e1e355ad7d3a8
711,RichardWarburton/java-8-lambdas-exercises,Java,0.901869,2,0,0.125766,3.25,0.75,1,4872,0.346986,188,1,1,1,1,87fdadf617461dcd22badbd6f69a457e37e1c42f
1157,CodeStory/code-story-http,Java,1.0,1,1,0.098154,78.5,1.125,1,24556,0.381919,18,1,1,1,1,425ad37173e6f401b8d3b52637d229ca06726a9c
2127,tlaukkan/vaadin-lazyquerycontainer,Java,0.921569,2,0,0.353282,2.627451,1.431373,1,5911,0.392942,36,1,1,1,1,f1dbf4a3c6e49d1218fea57c96cf2db1a23ab100
871,PSDev/FormValidations,Java,1.0,1,0,0.448289,2.266667,0.066667,1,1542,0.496411,22,1,0,1,1,330628ed24e83b20a89bd7cc099299b9bd70f66b
1879,stackmagic/bitly-api-client,Java,1.0,1,1,0.539845,5.315789,0.263158,1,2737,0.316094,22,1,1,1,1,65cbe2d50b69258eeba27da2856bfcdbbac83600
10,vert-x3/vertx-dropwizard-metrics,Java,0.931034,1,0,0.283053,0.0,0.0,1,2813,0.356296,13,0,0,1,1,eb4db3f6e6d6fa61c7502fa1d3177e4b1c7f774d
2280,robocup-atan/atan,Java,0.858974,2,1,0.405429,2.254902,0.823529,1,8113,0.58976,17,1,1,1,1,52237b468b09ba5b7c52d290984dbe0326c96df7
2140,yonik/java_util,Java,1.0,1,0,0.282132,0.5,0.1,0,229,0.532751,45,0,0,1,0,435ae306d2f2c077d981ab4de5c9ac3c45f92a4b
2669,SonarCommunity/sonar-groovy,Java,0.882353,4,0,0.053818,4.218182,0.072727,0,22323,0.420295,11,1,1,1,1,2d78d6578304601613db928795d81de340e6fa34
1834,graphhopper/graphhopper,Java,0.988571,1,1,0.194806,61.900002,12.933333,1,55425,0.306732,689,1,1,1,1,d2cb9124dadb04580a2f5641930bef687f799e34
793,elasticsearch/elasticsearch-cloud-azure,Java,1.0,1,0,0.311888,8.913043,3.26087,1,3095,0.307862,68,1,1,1,1,3438a5073a799279c0307dda1a9b36bbd74a4a75
1315,nociar/jpa-cloner,Java,1.0,1,0,0.15807,3.533333,1.133333,1,2074,0.474567,31,1,1,1,1,7858cbafd4d2f53c58abff8a2be1f2b427df70c9
754,stealthly/xml-avro,Java,1.0,1,0,0.041139,7.181818,1.090909,1,1542,0.379663,28,1,1,1,1,c81669763e6af102f2c2e059ab5f77517614faf9
626,thelinmichael/spotify-web-api-java,Java,1.0,1,1,0.067177,36.75,4.0,1,16346,0.255674,67,1,1,1,1,2888a347fdba5b2f8be1feae41c4b373e84d6813
94,Swrve/rate-limited-logger,Java,0.769231,2,1,0.173077,41.0,3.0,1,1498,0.29,13,1,1,1,1,c6415f879ac71234070d5a1659529f4ac32d723f
1882,jakubholynet/dbunit-express,Java,0.757576,2,0,0.442774,1.409091,0.045455,1,2304,0.634085,14,1,0,1,1,d6d247434e63cd44381b207d6fb3cc4c28befe1b
129,dsyer/spring-security-angular,Java,0.604651,1,0,0.007589,17.666668,2.0,0,6800,0.396337,536,0,1,1,1,6939ac7acd4b6263ce80375e883229f370ded67a
1708,simplegeo/java-simplegeo,Java,1.0,0,0,0.278052,0.0,0.0,1,2583,0.329616,34,0,0,1,1,2ed869ea28554cb8c319832c45a5d06823716b25
843,nordicway/moji,Java,0.75,1,1,0.207621,0.545455,0.363636,1,1109,0.299738,46,0,0,1,1,586c0c1ff4b0f7aecf83fd7cd085685320d22952
323,QubitProducts/hive-jdbc-storage-handler,Java,0.958333,1,0,0.199725,4.0,0.0,1,1808,0.274849,16,1,0,1,1,8120a740242d345fead9af3990e83febe9ca7f86
2452,impactcentre/interoperability-framework,Java,0.943662,4,1,0.206482,8.142857,0.952381,1,22370,0.33323,11,1,1,1,1,c5ccfe804f67a346f72a84d3b5290bd5b094f882
1861,gnufs/aima-java,Java,0.980551,2,0,0.187315,25.0,0.0,1,43014,0.257844,16,1,0,1,1,0df19f3cbd06097ea2a3f15fa9712c8b73805c8e
1284,marschall/memoryfilesystem,Java,0.977444,1,1,0.04606,6.64,1.88,0,14667,0.426614,61,0,1,1,1,e4ac8c16c84926e2393337ca6460c013a9fd91e8
1671,dmontag/neo4j-unmanaged-extension-template,Java,1.0,1,0,0.0,0.545455,0.136364,0,271,0.694301,16,0,0,1,0,afeb60dbc01edc73f2c1aa8990a631fbea74a948
2744,broadgsa/gatk,Java,0.950495,8,0,0.422926,64.951218,0.292683,0,105850,0.26285,182,1,1,1,1,41147a655594c2aae6e2cad8462bd1648570b32b
14,jaytaylor/sql-layer,Java,0.974631,8,0,0.151768,234.145157,0.0,1,293327,0.34885,19,1,1,1,1,bebebd23f0490118c491ab4cb46b1c7d52b18d49
2129,wagnerandrade/coollection,Java,0.954545,2,0,0.0,2.545455,0.090909,1,565,0.275665,58,1,0,1,1,e235fd5e9707f9a9c0bc532ebf630b7cadf0bf0c
947,PSDev/stabbed-android,Java,0.938462,1,0,0.336781,5.0,0.0,1,2248,0.501661,19,1,0,1,1,bc210e79cf5c639df0b4a1fd65420682c786740f
215,ajermakovics/lambda2sql,Java,1.0,1,0,0.111111,4.333333,0.0,1,145,0.291667,22,0,0,1,1,fd6980f2e95b9ccf1f998abce4e95e6fa290a26f
227,pedrovgs/Algorithms,Java,0.932927,1,1,0.390942,89.0,0.75,1,6616,0.556371,1377,1,1,1,1,c108e3a4b4fa2556b8c88d7ab6803084b01a4364
2260,jenkinsci/mercurial-plugin,Java,1.0,8,0,0.170874,7.30303,0.939394,0,4701,0.417661,45,1,1,1,1,eedf367e51aed514407fe7745fab50fa1a339ebb
1182,cdi-spec/cdi-tck,Java,0.893602,3,0,0.421595,21.666668,3.904762,1,103769,0.401593,17,1,1,1,1,920c7f8d57d4dfbabda5e1101aa51758f74ac32d
805,JakeWharton/paraphrase,Java,0.823529,1,1,0.151709,21.0,5.0,1,1033,0.450342,227,1,1,1,1,69c774922a24c8f11d6a93ad62042437da4ca4b7
2014,intalio/security,Java,0.97006,9,0,0.265224,5.019231,1.442308,1,15553,0.320242,13,1,1,1,1,510a6cdb1abaa2e3dc41a0a5926e53b143f7ed60
864,code4craft/hello-design-pattern,Java,1.0,1,0,0.173203,2.285714,0.0,1,1373,0.284091,65,1,0,1,1,cdc1f259f727c12c0fc489a62769529e611af413
1865,esmasui/AndroidJUnit4,Java,0.994475,1,0,0.370747,5.259259,0.333333,1,16217,0.446513,61,1,1,1,1,173b050663844f81ca9da6c9076dd13e1bde6a75
1658,shuji/practice-junit,Java,0.828947,3,0,0.14941,0.5,0.166667,0,5361,0.658279,18,0,0,1,1,b4674819f8bb59d63fbca1621cde6198f380c88d
516,searchisko/elasticsearch-river-sysinfo,Java,1.0,1,1,0.225604,1.821429,0.321429,1,5694,0.563374,11,0,1,1,1,5cae718df9d954efddc718067d210012663c2039
1545,chenkan/Dagger,Java,0.875,1,0,0.195804,0.0,0.0,0,463,0.811905,11,0,0,1,0,c974dd0be07b9c852943d43c0efaabe0c10fcc37
1857,ridencww/goldengine,Java,1.0,1,0,0.183076,0.594595,0.108108,1,10521,0.57728,20,0,0,1,1,93a4f444b40ff76e12df9dd787ca2f8ee0a36236
597,ToastShaman/dropwizard-auth-jwt,Java,1.0,1,1,0.2,7.888889,0.666667,1,1526,0.322289,47,1,1,1,1,17850c4ad75d1209b1218d140dcef399f4061988
195,kohlschuetter/junixsocket,Java,0.888889,2,0,0.279669,1.365079,0.079365,1,3082,0.330657,45,1,0,1,1,9054aa7c7d02a758c912da5d6330ddf4dae551ae
1277,trecloux/yeoman-maven-plugin,Java,1.0,1,1,0.079602,1.952381,1.0,1,622,0.514019,134,0,0,1,1,44b10f54a2c6a439a63b9e15d7ee12c20c7b8c5b
288,lemmingapex/Trilateration,Java,1.0,1,0,0.104987,1.8,0.0,1,346,0.671554,37,0,0,1,0,fdd7b34d7ed96e8eb1ddb3da75a87a3668b2cd9d
950,barancev/webdriver-extensions,Java,0.98,1,0,0.11947,5.615385,0.038462,1,6074,0.446235,32,1,1,1,1,0b8e9737700d628c704db1e0ec7d57b1177112c8
2663,vert-x/mod-mailer,Java,0.4,3,0,0.133531,4.058824,0.705882,1,901,0.529745,18,1,1,1,1,a8362a9927f8af931a554c05ad4602e0e83accd7
2416,bluemagicsource/magic-config,Java,0.84,3,0,0.182954,5.5,1.833333,1,4001,0.349623,12,1,1,1,1,363b49f9d2c2b07093b67833e1c8af4d1cc08264
2698,jayway/awaitility,Java,0.941176,1,1,0.357236,4.465116,0.348837,1,4183,0.495894,246,1,1,1,1,a56dce91b2abff03beb4773180ec6e5edb0117d7
1120,amouat/diffxml,Java,0.974359,1,0,0.320832,0.454545,0.0,1,6142,0.498098,24,0,0,1,1,d0ab78359ddf38a5d187e1b2256feecc6c349906
2026,tatsuhiro-t/argparse4j,Java,0.985507,1,0,0.355372,5.333333,1.076923,1,6162,0.336842,68,1,1,1,1,6c0f8590f7408025daa5f3b234e914cf805808a6
549,ebay/oink,Java,0.878049,2,1,0.20746,3.0,0.2,1,2625,0.492644,21,1,1,1,1,9f3e05e1a7c4d35561b297564113a853b09cee86
156,super-csv/super-csv,Java,0.930736,2,1,0.454211,3.755556,0.377778,1,15586,0.532787,106,1,1,1,1,208d3082cd5cdab39da8873cf741f8b672d1af5b
419,Kurento/kurento-java,Java,0.986726,4,0,0.197933,64.818184,0.090909,1,39239,0.306357,31,1,1,1,1,9718d0a897541f0183bf515af87afa9593494ff4
922,jcabi/jcabi-github,Java,0.967901,12,1,0.451182,133.4375,66.3125,1,30260,0.474576,84,1,1,1,1,713a1aab05324be2389d754ef24cc45dc8425b48
2072,tackley/dbdeploy,Java,0.981818,2,0,0.098755,1.851852,0.222222,1,3214,0.375471,44,1,1,1,1,23ab556af50b02ae46c76eac41a77813c92620b2
477,theupswell/appengine-counter,Java,0.9375,1,1,0.312648,6.058824,1.117647,1,4345,0.686785,15,1,1,1,1,60aa86ab28f173ec1642539926b69924b8bda238
2582,mongodb/morphia,Java,0.964361,3,1,0.157878,18.702703,12.810811,1,32539,0.55107,881,1,1,1,1,e91ebee0a2e3ce1ba1b03dc08ccdaa7c1eea8e16
1692,sandromancuso/Gilded-Rose-Kata,Java,1.0,1,0,0.015603,2.7,0.0,0,694,0.474245,12,0,0,1,0,69ca39ec7ef2a63060ebdd85a1d847b878b2788a
2540,kevinsawicki/java-timeago,Java,1.0,1,0,0.405479,1.85,0.15,0,460,0.333333,36,0,0,1,0,53db83cd682b38dbbb5af2382759119fd36dc535
2703,hakko/musiccabinet,Java,0.994751,1,0,0.027725,17.1,1.2,0,49609,0.392749,46,0,1,1,1,428146e7f77e2b22627dea6510cee7d2633b398a
1523,apache/commons-exec,Java,1.0,2,0,0.451513,6.428571,0.0,1,4832,0.476772,21,1,0,1,1,f68571afe02b32baec28c2c2f7d7147b5bb3cf5d
1471,CamelCookbook/camel-cookbook-examples,Java,0.81336,2,1,0.357356,13.590909,0.681818,1,20953,0.741432,113,1,1,1,1,28885d743efcf0ff6598fea5aafa3078d12a2497
553,kvandermast/my-robolectric-app,Java,0.857143,1,0,0.15942,1.857143,0.142857,0,856,0.561446,47,0,0,1,0,d81f74d0442dc0e7a07e617e72582fc27424ec46
1202,groovy/GMavenPlus,Java,0.689076,1,0,0.15349,27.666668,2.047619,1,21219,0.526464,87,1,1,1,1,1f703c8c0bd351793e3c42417ed9ad04a92f5b07
390,CalebFenton/simplify,Java,0.940397,1,1,0.035764,27.642857,2.428571,1,14798,0.371816,345,1,1,1,1,29fb25d624aecf0b075dea5c6029b2541474ddfe
578,uwolfer/gerrit-rest-java-client,Java,0.939394,1,1,0.316683,16.428572,0.52381,1,5494,0.311542,28,1,1,1,1,d4adcbc2303f6af91a5bbc6f9b28884d63155396
1669,kijiproject/kiji-schema,Java,0.934426,9,0,0.344503,48.5,10.0,1,69461,0.362999,57,1,1,1,1,08dbeb5c8f3e04ed3063a82da44c3edd6d1de648
2623,jiecao-fm/hashids-java,Java,1.0,1,0,0.097756,4.5,1.7,1,677,0.298913,139,1,1,1,1,039da8c2af0d3ad485b3fa57afdde56248f641f3
2077,lexicalscope/jewelcli,Java,0.993421,1,0,0.213275,6.272727,0.606061,1,6614,0.390449,46,1,1,1,1,d282f87b937355f8a9d2b91d3b08ee668840cf61
2569,walnutown/CodingInTheDeep,Java,0.823656,1,0,0.257199,49.0,0.0,0,20001,0.515041,18,0,0,1,0,9af04298579d9b406abdcbc3adb3410158606941
1639,gdepourtales/share-oauth-sso,Java,1.0,1,0,0.580874,2.333333,1.333333,1,1122,0.576043,12,1,1,1,1,4b8f1c822f179a7f3a6bbb83c9aaf5340a2ffcce
820,thoward333/addrbook,Java,0.964286,1,0,0.441426,0.0,0.0,1,31827,0.314059,21,0,0,1,0,395f9160ecad5427847bd4c54a4296a0f7732ba1
2708,resteasy/Resteasy,Java,0.96093,7,0,0.165833,32.697918,6.885417,1,248356,0.356934,419,1,1,1,1,0b6e61b27efe52988523821158253a2a28ca8fc9
1006,bivas/protobuf-java-format,Java,0.941176,4,0,0.058405,1.7,0.0,1,38077,0.88068,21,1,0,1,1,f2e648f5474ee1de0372eb6736b70ca366897f13
1248,koush/AndroidNetworkBench,Java,0.955801,1,0,0.202835,0.0,0.0,1,15206,0.366241,23,0,0,1,1,b678ecb182cb1e1d3610270f546d6422b02904e6
144,vert-x3/vertx-reactive-streams,Java,0.923077,2,0,0.222752,11.375,0.25,1,1141,0.486637,13,1,1,1,1,bdc326c7a29b23128ef9212ee46b94873b5afdc4
664,FasterXML/jackson-module-parameter-names,Java,1.0,2,1,0.089955,5.538462,1.384615,0,659,0.658281,20,1,0,1,1,241d2ad0f5d434eec8d6c63af07d67d79b2b4f93
2512,slagyr/limelight,Java,0.994228,1,1,0.070445,11.615385,0.538462,1,52795,0.444587,106,1,1,1,1,2e8db684771587422d55a9329e895481e9b56a26
142,release-engineering/pom-manipulation-ext,Java,0.228972,2,0,0.125054,10.0,5.333333,1,10982,0.289616,11,1,1,1,1,0893b3a1a2beac9f2b287d16e31b59ed144e26fd
2469,elasticsearch/elasticsearch-lang-python,Java,0.875,3,0,0.209197,2.684211,0.710526,1,1088,0.662162,90,1,1,1,1,f27843694166acee20b57d3aae9ced05a2a33e4a
1046,jcabi/jcabi-log,Java,0.952381,4,1,0.462267,9.222222,2.944444,1,3436,0.421481,23,1,1,1,1,0cebe2b8401bef369ebc5275c4356884044484ec
1888,gokulesh/SqlRecorder,Java,0.969697,1,0,0.037796,0.0,0.0,0,1502,0.36963,15,0,0,1,0,d8b44f6c0117d86d60d68d626a4671577414dd6a
421,jmrozanec/cron-utils,Java,0.94,1,1,0.255979,24.666668,1.5,1,5689,0.479265,58,1,1,1,1,cb88ced642769726fc8d08e4c8f2ed0c6e2cd062
1660,castagna/SARQ,Java,0.95,1,0,0.148753,4.5,0.0,1,1913,0.308355,16,1,0,1,1,afd9d75b5d9bf38a9281133252f94862c0c08a8b
1714,4ntoine/Firmata,Java,1.0,3,0,0.211377,1.037037,0.111111,0,4589,0.279225,26,0,0,1,1,24772777a90e49a123a202257fac1106d88b4b2c
799,opendaylight/openflowplugin,Java,0.991763,13,0,0.168297,38.714287,0.0,1,74741,0.300635,17,1,1,1,1,b6bb2eab0bbfce72a0fa5a6d81e71d24d8d8cc2d
2249,SonarCommunity/sonar-php,Java,0.985366,3,0,0.326824,15.943396,0.169811,1,21833,0.385499,45,1,1,1,1,88d38704402dffd7611b8ce70849801ec0cfea38
615,sualeh/magnetictrackparser,Java,1.0,1,0,0.29864,4.714286,0.142857,1,1269,0.332039,16,1,1,1,1,035a1c9b4cf77a945b1c4e7f36302e7c8333373c
