idx,repository,head hash,head test result,tree fingerprint,explanation
15244,thx/rap,ef873adad4682671fc1ceab725e005698de48c3b,Tests_passed,f167a6859c83435e471ac31efedff7f3e9d461704673807ffbfdc2ca2ff031e0,
15326,tipsy/javalin,25ae4f45ee40c83d4846a76335fb9890b2948a75,Tests_passed,b5072c0371bafca9c312f34b391f14b8a0818467a60e3a28b93892ce02063960,
15481,torodb/stampede,bd8fb8bb3d45e8e20ebe255e82a2267fa9c87561,Tests_passed,d0fb854dac275853355775c0a6d77ab1392f7e21f0cb227147dd816e4a3346e8,
15960,vdurmont/emoji-java,9a90624aa0a50f1785d6a10e1fcb2a296ce468f7,Tests_passed,45f2c33ea3fa523ccf994b70a29d02c3e0cdb39745ac982a55890081d88f2600,
15977,verbalexpressions/javaverbalexpressions,1c9551c7d95cffc1bb6e94934a54f03d2f52f354,Tests_passed,4229bc4a5d5515ccf530ef41709aef92feb3413f49c3936a5e526500082c81f9,
16054,vipshop/saturn,d86921ccbb2ef7f261facc6e2b5c788099762eba,Tests_passed,7f893d7db4a965145fb86cac7dd70585fef2a3a09de3ed817925b34b9383f5a4,
16212,wakaleo/game-of-life,c24bb1ae41bfd5980ce9f0aa8b9a636b920c71fd,Tests_passed,69c52295bd1fb976ed55b8e678834e44426dd30c2a874fc70f10082b717a8707,
16472,wildfirechat/server,8c93e2ee424e2bf8fd0ba599c583bd4977a80a8d,Tests_passed,f1167d029e8e3150013b5319580115f8d931f39be041f36c4c2e4450871efeb5,
16527,wizzercn/nutzwk,11c712a07b11ffd274d92ba629e6b970a2e35a42,Tests_passed,016045e7d943ee490d9dcbea7e3ae544befed8a3fab83d6f228e6a1b05a6323a,
16749,xtuhcy/gecco,a0c18d230e850adc915a6935db01202256938a4d,Tests_passed,0932668a94e8b10912df4a84094647609c7dea072c72f95d3ba425aed50cd7a2,
16763,xuxueli/xxl-job,72963e4716a74eacdcbdd2e999c433debf3afaa3,Tests_passed,fc38a1911f61e91a4c5e651f9059cbdcae88239ab8c7b8ac8a982a47850615f7,
16804,yahoo/tensorflowonspark,f9c3e5e58bdb5f8d64ac21399dcf32f612ce67f0,Tests_passed,cb4fc5a69206f62969566cfd913746c52d04c66c0f9346e3d5a3d71b4832c0af,
16865,yaphone/itchat4j,d5b668be82b622e882924fd59a4ee3f5008c965c,Tests_passed,cafe43f9a97a05c061ee081f9eef1a8bd9dd09b77def373a894972c38760b509,
17123,zeromq/jeromq,5c88b571c18367f142c3335f878864e6d92e6502,Tests_passed,c313373ea3d349ce5baef66c63adcfc483cf593a8911667e6c0f9268ad229e18,
17268,zxing/zxing,b777f31274f9eed9b388df8edc633e3c1161aa51,Tests_passed,5a12f4020250d37f944c173b29b7fca4519b847367e437543da1c294ff56bc08,
