idx,repo-idx,merge-idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,repository
1163,5737,720,refs/remotes/origin/pull/1548,ef079a7c47395741cb242928fb87f8854a2035a0,aa6ed743ea2b97a8f9e544fbc757b0c3b68d68f3,df9651ef1bce27a2203099fddf005a8020eee734,,True,1309.0,0.0,Tests_passed,f3c608b21e92a822857c13ee9e49316f5434957489b6203411aff0ba8834a8ad,True,0.0,Tests_passed,8c6fcf773605bce016145f26992fc94a074aafdf9314430540ce1e2667f9af86,True,True,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Tests_passed,41f94910673eb6ddf9372f5880951ec7aec7b4e81d6891490ef48775225d2cfd,Merge_failed,,graphhopper/graphhopper
1164,5737,726,refs/remotes/origin/pull/1570,ba91bccc69caadc6469274ed80f75f98f91af14c,4279dd6e2b0cac19c0ec15b66e63b6c0a5167bf5,b3623f80316262a51092547514b15a81b022c526,,True,154.0,0.0,Tests_passed,cb0e8fb89ee2eac013cd684ccf8f798ea1dcae4b7a7f602c09cd8f5c07713340,True,0.0,Tests_passed,f81b2e8fe2a5e657e1f176e4fdf347fb6bc92dc02792b74f126af3d4a53150b3,True,True,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Tests_passed,386dda8b1ddc852c32a0046280db554f61002875700f22a99674c58c9848c93d,Merge_failed,,graphhopper/graphhopper
1165,5737,736,refs/remotes/origin/pull/1577,208e80791cb5905b94aec841f6e5570dcf0b28b8,4f49412217b7af6f1aab91460fd7dacfa372378d,4e143c4533aa3a720062a3a2afb02cdba0258b9b,,True,1319.0,0.0,Tests_passed,18eb760ad03dfb98751d0443ff7ad70f9913d42706fafae433082588a1d318aa,True,0.0,Tests_passed,0e4ae7b4d5c66efd39cbb935e79a2bdd612f6d6c681976ecc3459bfcc3d7d9ed,True,True,Merge_failed,,Tests_passed,18eb760ad03dfb98751d0443ff7ad70f9913d42706fafae433082588a1d318aa,Merge_failed,,Tests_passed,18eb760ad03dfb98751d0443ff7ad70f9913d42706fafae433082588a1d318aa,Tests_passed,18eb760ad03dfb98751d0443ff7ad70f9913d42706fafae433082588a1d318aa,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,graphhopper/graphhopper
1166,5737,740,refs/remotes/origin/pull/1577,e4268db31a79b18dc1fa665b5294b9d3062e0f77,b33e69049474c2de84bdbb1fa74a32f22f099d9d,c235e306e6e823043cadcc41ead0e685bdebf737,,True,2558.0,0.0,Tests_passed,cd9ba460225dae959f21b34815d0ed7dd6f99f9d9eb653612db6beedae0637a0,True,0.0,Tests_passed,700df5e39ec03a871846afdff0d8f3de50de05a5524c6e9ced4ca532da312fc7,True,True,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Tests_passed,0e4640b147fedb8fc8bc5b20614b98a0428cd02febbacf25be4f0ca10bdfacec,Merge_failed,,graphhopper/graphhopper
1167,5737,745,refs/remotes/origin/pull/1595,eaf584c3c37c1c7e5db3442cc41c9aa3ccd59b0a,8df1453d123d25f698e6ebc16f9d02f1ce816786,0463d84cdc67d9190d971086a7a592a3dd56c6b5,,True,1127.0,0.0,Tests_passed,ae27bf441659f9b8b22741e9c4f9e40e042d8fbefc02dfcf41d96263b15522b4,True,0.0,Tests_passed,2624ab78d3c520369f3182d2b14be2fa3624470f2eff8a75328ce04a92e8fd35,True,True,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,669495907c42d0cc01bceab29e0635e8f550f0b7aac2273dc1bd5c2a3dc84810,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,669495907c42d0cc01bceab29e0635e8f550f0b7aac2273dc1bd5c2a3dc84810,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,669495907c42d0cc01bceab29e0635e8f550f0b7aac2273dc1bd5c2a3dc84810,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Tests_passed,ed8c0c9d842bb4ccff3a70f273c3d2f86c154a5923fc9406aff9dde7e280f520,Merge_failed,,graphhopper/graphhopper
1168,5737,750,refs/remotes/origin/pull/1611,3d41e6b29dfb16ce637ea4de65125ee0c089167c,ac57cad4f69d1277c1808104ec6f1ff81a38da45,e83013b7a1ec2254a311492b804fc37ebea54e8b,,True,187.0,0.0,Tests_passed,74709233655825b95938d6942515693856e4ead228baded9fbfb84695965bdda,True,0.0,Tests_passed,d92303a8f593ae4ef5a5daf7286d7b9760f87ec8479d6a7acf568fa8e070d450,True,True,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,Tests_passed,3d9144dc69316de821d51fdf53262d17738db67270c2b8ed944fe7a1ee26c427,graphhopper/graphhopper
1169,5737,751,refs/remotes/origin/pull/1612,3ee949a9b0a9531c957d39fc335e9fc3a371d4fb,d7b270f100af63072c04c385da199eb6d10a9a63,d24173a188f4574b6eb9e7c6ff641eaec9029208,,True,815.0,0.0,Tests_passed,2947efc97b5a1575235f15d8689ca1494a0b9a3e3b40fc8799fa0ddf3f4e4f0a,True,0.0,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,True,True,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Tests_passed,5f402717093c323725abca62620483c2d5af862e8499db55cb1bb663797597d3,Merge_failed,,graphhopper/graphhopper
1170,5737,752,refs/remotes/origin/pull/1614,f19aa3114d3bf417f280613b777407cabacd171c,8df4231594097d9ea192cef11eaa62ba6839ad2f,2769fe8f6c53c29ce0fc5b8f33d0180fba27241a,,True,781.0,0.0,Tests_passed,75129943db8a3f9c1bd2163db6c430f939e3e0b258da0233a1905a73b43d43ef,True,0.0,Tests_passed,fa2c56181543e06ef0017c5b0f8be8315a985e0f19f8efa682d999a7cca91ce3,True,True,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Tests_passed,3d0ba1fef3881330f51fb3e1032eba05efa27c9fc7ba6a2bb445c451e1d1e61c,Merge_failed,,graphhopper/graphhopper
1171,5737,753,refs/remotes/origin/pull/1620,43b27b3f2d0ae500bce2a611cfc08fc0290f3080,cc7445c9ba2139c53217591a38255b62de6aa82b,5d85cc392c19964541ff50e32f08d854232a600f,,True,31630.0,0.0,Tests_passed,57f7cc2e109120cfcf8edf5fccd2f2729878bb218ec885bae9b0519aaab7301b,True,0.0,Tests_passed,d5cb01b1451a32ca57393477198fea523801614a932710524a107a2320f166a9,True,True,Merge_failed,,Tests_passed,57f7cc2e109120cfcf8edf5fccd2f2729878bb218ec885bae9b0519aaab7301b,Merge_failed,,Tests_passed,57f7cc2e109120cfcf8edf5fccd2f2729878bb218ec885bae9b0519aaab7301b,Tests_passed,57f7cc2e109120cfcf8edf5fccd2f2729878bb218ec885bae9b0519aaab7301b,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,graphhopper/graphhopper
1172,5737,761,refs/remotes/origin/pull/1651,0a1db46e15f935eb753f5c0c298778bf95d4f7f4,aa1c05a19e3440ed41386b5c24754fbeb5171268,ce43d88b8aef9a823c2886ec274aff7e05dadf9f,,True,368.0,0.0,Tests_passed,55f29925024f7ac45a9a707900b7e38333673f27cf15f8f1a38a4d7d3c0ca9ef,True,0.0,Tests_passed,10610047a987d433711fb7278d56e4b716745ab28e128f4db54b0281e948ea3f,True,True,Merge_failed,,Tests_passed,55f29925024f7ac45a9a707900b7e38333673f27cf15f8f1a38a4d7d3c0ca9ef,Merge_failed,,Tests_passed,55f29925024f7ac45a9a707900b7e38333673f27cf15f8f1a38a4d7d3c0ca9ef,Tests_passed,55f29925024f7ac45a9a707900b7e38333673f27cf15f8f1a38a4d7d3c0ca9ef,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,graphhopper/graphhopper
1173,5737,773,refs/remotes/origin/pull/1665,6f667f79920fb9331d1a039515580fac99d020ec,82ef7235d13eaa3fda7e3447dbedb2ee671dfb6b,48422d5ef87791f7ad1e69d20abc143f5fa5fb3d,,True,480.0,0.0,Tests_passed,0b3b488404899cba793f41bc4df3faf7086c561e3d20b996a9a79f98f69b8a15,True,0.0,Tests_passed,c6954b1dfad4b33cfb10a67390be0e4cc31b017a1c101a2e945d3c225699ff88,True,True,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Tests_passed,19fd606af755e78708488530ee4816b5ed03ad5247eea2295fdbd45cb6f7a582,Merge_failed,,graphhopper/graphhopper
1174,5737,775,refs/remotes/origin/pull/1665,ccd3e21dc4355658c31fcb59132d020f630aded7,5d6cd87a47391d08ffc238ec0b3fa57c57cfef09,5c3992ca2997574f2592e6dbe0fc3dec341d7ebc,,True,194.0,0.0,Tests_passed,0ce4008708d205a764af186aa183a1eafdc2c22fa4540de9a4ac568e1b3b9e36,True,0.0,Tests_passed,22cbe3d60ae1d95630e797b2e7b13925f1c7fc95abda39d892edbc22c195df6d,True,True,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Tests_passed,50f324a674ed3783a8717d2a149c62faeb66c094010639a059610a69a98c6d0b,Merge_failed,,graphhopper/graphhopper
1175,5737,778,refs/remotes/origin/pull/1671,fa3a74f1af773587a9c753a9826715421eac64e0,8892a5bc8575766bf56c16b7d4e930be8a870129,e7c33b05cfb13637e94d85208274d81da2188249,,True,540.0,0.0,Tests_passed,f8083d64e4ee73e69002dd3ce7c81213d59bab74631a920a99ec313571721d0c,True,0.0,Tests_passed,86beb225a9c834cc5e1c7843681fc19b5776d89be9f1b357585c1d426dffa09c,True,True,Merge_failed,,Tests_passed,f8083d64e4ee73e69002dd3ce7c81213d59bab74631a920a99ec313571721d0c,Merge_failed,,Tests_passed,f8083d64e4ee73e69002dd3ce7c81213d59bab74631a920a99ec313571721d0c,Tests_passed,f8083d64e4ee73e69002dd3ce7c81213d59bab74631a920a99ec313571721d0c,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,graphhopper/graphhopper
1176,5737,780,refs/remotes/origin/pull/1671,fb2c7bc313e98fc6f719341a18e6bee63edb3dd1,0333dd17ee07ef6ceb1b7f29b007b69727e93c5c,90d2e8fb13037b4c7731934be077938367045024,,True,638.0,0.0,Tests_passed,7cc9cca3b69f23d46a261b71582434364dcc391a305c189eda110f1132e2b520,True,0.0,Tests_passed,7c3103a4d3dfe7ca092f2f6a34808eff91eb5fd1f08454f4ed9466efe1c98b5c,True,True,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Tests_failed,d7a1ddcde4d12f90570ef27f08a06aaae1397eb18c43090b027ff111407af570,Merge_failed,,graphhopper/graphhopper
1177,5737,783,refs/remotes/origin/pull/1672,696d13ed6b9b01455381a1cc2ebd2d43c86669cd,9989ec3b1e6dc38599d5f07e5bb30796b57bd728,df0ca50cbc0a0e0336ab20eff7f1152a0b1adc1e,,True,229.0,0.0,Tests_passed,21d093b6b37d1ae60bfd7457fd9133d13abd303ada3cfc0a77898dc3f0223586,True,0.0,Tests_passed,77beecb2f1b15c406dd565c464da25d90276d1ee911525102df3904d5b035a46,True,True,Merge_failed,,Tests_passed,21d093b6b37d1ae60bfd7457fd9133d13abd303ada3cfc0a77898dc3f0223586,Merge_failed,,Tests_passed,21d093b6b37d1ae60bfd7457fd9133d13abd303ada3cfc0a77898dc3f0223586,Tests_passed,21d093b6b37d1ae60bfd7457fd9133d13abd303ada3cfc0a77898dc3f0223586,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,graphhopper/graphhopper
1178,5737,791,refs/remotes/origin/pull/1672,38acf1743dab93c3aa290db7fd495619050657f5,fc3318d38200a6515101cedd74aaadb655204737,0333dd17ee07ef6ceb1b7f29b007b69727e93c5c,,True,561.0,0.0,Tests_passed,c17ca0cebf0f67a5410ae89544ac8b6c607326ada55db02a39d78c94b6933e97,True,0.0,Tests_passed,7cc9cca3b69f23d46a261b71582434364dcc391a305c189eda110f1132e2b520,True,True,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Tests_passed,794a9b8dc238842ba2b3ae2768ca19228313e69ba6cc137df2c3aa859ff86008,Merge_failed,,graphhopper/graphhopper
1179,5737,793,refs/remotes/origin/pull/1672,59a342a0b6cdbeafa8364a50e09da76261c3a19b,3a650641176c768ce4c601db0b7c27a1422fe4f7,411a7c9563bbff189e0c9da7e63222b0ee220a66,,True,85.0,0.0,Tests_passed,2b7906a6f9afd17fb0e2f2185df6f7f160504e22e1ff11adee9be0c0f9bb6354,True,0.0,Tests_passed,1dfd58ff21b1d5cfe8ef4a4199478e6f001bcdc6156d5c90c427d69278162e40,True,True,Merge_failed,,Tests_passed,2b7906a6f9afd17fb0e2f2185df6f7f160504e22e1ff11adee9be0c0f9bb6354,Merge_failed,,Tests_passed,2b7906a6f9afd17fb0e2f2185df6f7f160504e22e1ff11adee9be0c0f9bb6354,Tests_passed,2b7906a6f9afd17fb0e2f2185df6f7f160504e22e1ff11adee9be0c0f9bb6354,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,Merge_failed,,graphhopper/graphhopper
